Date,Category,Category_Label,Author,Tokens,Share_In_Category
2025-05-19,academia,Academia,anthropic,0.541759,0.03531158
2025-05-19,academia,Academia,google,8.851008,0.57690448
2025-05-19,academia,Academia,mistralai,0.975814,0.06360306
2025-05-19,academia,Academia,openai,1.65654,0.10797248
2025-05-19,academia,Academia,others,3.317122,0.21620839
2025-05-19,finance,Finance,anthropic,0.853069,0.10920192
2025-05-19,finance,Finance,deepseek,0.543515,0.06957567
2025-05-19,finance,Finance,google,1.07194,0.13721965
2025-05-19,finance,Finance,openai,2.301656,0.29463641
2025-05-19,finance,Finance,others,3.041672,0.38936636
2025-05-19,health,Health,anthropic,0.429442,0.04196805
2025-05-19,health,Health,cohere,0.781284,0.07635252
2025-05-19,health,Health,google,3.126496,0.30554309
2025-05-19,health,Health,meta-llama,1.072522,0.10481438
2025-05-19,health,Health,openai,1.412426,0.13803218
2025-05-19,health,Health,others,3.410416,0.33328979
2025-05-19,legal,Legal,cohere,0.233696,0.03285636
2025-05-19,legal,Legal,google,4.337182,0.60978261
2025-05-19,legal,Legal,openai,0.762789,0.10724373
2025-05-19,legal,Legal,others,1.579794,0.22210987
2025-05-19,legal,Legal,x-ai,0.199208,0.02800743
2025-05-19,marketing,Marketing,anthropic,0.229096,0.05212068
2025-05-19,marketing,Marketing,cohere,0.101954,0.02319518
2025-05-19,marketing,Marketing,google,2.183633,0.49678849
2025-05-19,marketing,Marketing,openai,1.320095,0.30032887
2025-05-19,marketing,Marketing,others,0.56072,0.12756677
2025-05-19,marketing/seo,SEO,anthropic,0.13392,0.1295607
2025-05-19,marketing/seo,SEO,cohere,0.030194,0.02921114
2025-05-19,marketing/seo,SEO,google,0.547484,0.52966216
2025-05-19,marketing/seo,SEO,openai,0.176803,0.17104798
2025-05-19,marketing/seo,SEO,others,0.145246,0.14051802
2025-05-19,programming,Programming,anthropic,48.952772,0.23592412
2025-05-19,programming,Programming,google,68.471769,0.32999442
2025-05-19,programming,Programming,openai,72.135488,0.34765143
2025-05-19,programming,Programming,others,17.933688,0.08643003
2025-05-19,roleplay,Roleplay,anthropic,33.045879,0.09611176
2025-05-19,roleplay,Roleplay,deepseek,79.733206,0.23189878
2025-05-19,roleplay,Roleplay,google,112.190457,0.32629856
2025-05-19,roleplay,Roleplay,gryphe,7.302013,0.02123743
2025-05-19,roleplay,Roleplay,mistralai,17.973972,0.05227611
2025-05-19,roleplay,Roleplay,nousresearch,6.617586,0.01924681
2025-05-19,roleplay,Roleplay,others,71.948069,0.20925622
2025-05-19,roleplay,Roleplay,qwen,7.037842,0.0204691
2025-05-19,roleplay,Roleplay,x-ai,7.978592,0.02320521
2025-05-19,science,Science,anthropic,2.260305,0.00253565
2025-05-19,science,Science,google,15.859854,0.01779184
2025-05-19,science,Science,openai,853.394569,0.95735181
2025-05-19,science,Science,others,10.527502,0.01180992
2025-05-19,science,Science,x-ai,9.369428,0.01051078
2025-05-19,technology,Technology,anthropic,6.9656,0.01802193
2025-05-19,technology,Technology,google,14.869516,0.03847154
2025-05-19,technology,Technology,openai,347.825582,0.89992068
2025-05-19,technology,Technology,others,13.920546,0.03601629
2025-05-19,technology,Technology,x-ai,2.925689,0.00756956
2025-05-19,translation,Translation,google,121.964054,0.91661871
2025-05-19,translation,Translation,openai,6.825024,0.05129335
2025-05-19,translation,Translation,others,4.269578,0.03208794
2025-05-19,trivia,Trivia,anthropic,0.213374,0.02422506
2025-05-19,trivia,Trivia,google,4.362543,0.49529483
2025-05-19,trivia,Trivia,meta-llama,0.089431,0.01015344
2025-05-19,trivia,Trivia,mistralai,0.513436,0.05829215
2025-05-19,trivia,Trivia,others,0.700443,0.07952374
2025-05-19,trivia,Trivia,qwen,2.571446,0.29194536
2025-05-19,trivia,Trivia,x-ai,0.357299,0.04056544
2025-05-26,academia,Academia,anthropic,5.013163,0.07742753
2025-05-26,academia,Academia,google,38.937927,0.60139028
2025-05-26,academia,Academia,meta-llama,1.986251,0.03067734
2025-05-26,academia,Academia,openai,5.581736,0.08620905
2025-05-26,academia,Academia,others,13.227442,0.2042958
2025-05-26,finance,Finance,anthropic,6.506708,0.11145403
2025-05-26,finance,Finance,google,21.896803,0.37507248
2025-05-26,finance,Finance,meta-llama,4.246403,0.07273705
2025-05-26,finance,Finance,openai,3.378952,0.05787839
2025-05-26,finance,Finance,others,18.159341,0.31105313
2025-05-26,finance,Finance,qwen,4.191985,0.07180492
2025-05-26,health,Health,deepseek,1.278206,0.03873078
2025-05-26,health,Health,google,10.247801,0.31051758
2025-05-26,health,Health,meta-llama,1.550804,0.04699077
2025-05-26,health,Health,openai,5.163398,0.15645558
2025-05-26,health,Health,others,14.762114,0.4473053
2025-05-26,legal,Legal,deepseek,1.869921,0.10038421
2025-05-26,legal,Legal,google,8.773277,0.47098169
2025-05-26,legal,Legal,meta-llama,0.958868,0.05147553
2025-05-26,legal,Legal,openai,2.032849,0.1091308
2025-05-26,legal,Legal,others,4.992725,0.26802778
2025-05-26,marketing,Marketing,anthropic,0.779099,0.04145376
2025-05-26,marketing,Marketing,google,9.414851,0.50093875
2025-05-26,marketing,Marketing,meta-llama,1.103871,0.05873398
2025-05-26,marketing,Marketing,openai,3.58716,0.19086307
2025-05-26,marketing,Marketing,others,3.909435,0.20801044
2025-05-26,marketing/seo,SEO,anthropic,0.287139,0.08030731
2025-05-26,marketing/seo,SEO,google,1.663456,0.46523663
2025-05-26,marketing/seo,SEO,meta-llama,0.287504,0.08040934
2025-05-26,marketing/seo,SEO,openai,0.396317,0.11084218
2025-05-26,marketing/seo,SEO,others,0.941089,0.26320454
2025-05-26,programming,Programming,anthropic,384.514853,0.50136372
2025-05-26,programming,Programming,google,230.545496,0.30060515
2025-05-26,programming,Programming,openai,76.593002,0.09986858
2025-05-26,programming,Programming,others,75.284581,0.09816255
2025-05-26,roleplay,Roleplay,anthropic,59.011396,0.1004088
2025-05-26,roleplay,Roleplay,deepseek,124.549828,0.21192346
2025-05-26,roleplay,Roleplay,google,186.869338,0.31796107
2025-05-26,roleplay,Roleplay,mistralai,41.592825,0.07077083
2025-05-26,roleplay,Roleplay,others,175.687992,0.29893583
2025-05-26,science,Science,anthropic,7.570159,0.00761465
2025-05-26,science,Science,google,66.108481,0.06649698
2025-05-26,science,Science,meta-llama,9.69634,0.00975332
2025-05-26,science,Science,openai,849.283639,0.85427464
2025-05-26,science,Science,others,61.498999,0.06186041
2025-05-26,technology,Technology,anthropic,71.060568,0.12420469
2025-05-26,technology,Technology,google,59.600978,0.10417481
2025-05-26,technology,Technology,meta-llama,9.71835,0.01698642
2025-05-26,technology,Technology,openai,368.884241,0.64476199
2025-05-26,technology,Technology,others,62.860537,0.1098721
2025-05-26,translation,Translation,anthropic,3.663413,0.02340928
2025-05-26,translation,Translation,google,135.154964,0.8636428
2025-05-26,translation,Translation,openai,6.598248,0.04216293
2025-05-26,translation,Translation,others,11.07743,0.07078499
2025-05-26,trivia,Trivia,deepseek,0.939091,0.08167288
2025-05-26,trivia,Trivia,google,4.651178,0.40451372
2025-05-26,trivia,Trivia,meta-llama,1.067353,0.09282788
2025-05-26,trivia,Trivia,mistralai,0.303093,0.02636006
2025-05-26,trivia,Trivia,openai,0.432015,0.0375724
2025-05-26,trivia,Trivia,others,2.895457,0.25181834
2025-05-26,trivia,Trivia,qwen,0.992068,0.08628028
2025-05-26,trivia,Trivia,x-ai,0.217942,0.01895445
2025-06-02,academia,Academia,anthropic,6.518435,0.07381455
2025-06-02,academia,Academia,google,40.531769,0.45898047
2025-06-02,academia,Academia,meta-llama,2.606114,0.02951155
2025-06-02,academia,Academia,openai,19.009818,0.21526658
2025-06-02,academia,Academia,others,19.642128,0.22242684
2025-06-02,finance,Finance,anthropic,8.664812,0.10780309
2025-06-02,finance,Finance,deepseek,7.859056,0.0977783
2025-06-02,finance,Finance,google,22.8233,0.28395564
2025-06-02,finance,Finance,meta-llama,6.341254,0.07889458
2025-06-02,finance,Finance,openai,2.969597,0.03694618
2025-06-02,finance,Finance,others,26.568258,0.33054847
2025-06-02,finance,Finance,qwen,5.15001,0.06407374
2025-06-02,health,Health,anthropic,2.710413,0.05441249
2025-06-02,health,Health,deepseek,2.125175,0.04266363
2025-06-02,health,Health,google,11.039372,0.22161922
2025-06-02,health,Health,openai,11.220804,0.22526153
2025-06-02,health,Health,others,20.683312,0.41522468
2025-06-02,health,Health,qwen,2.033262,0.04081845
2025-06-02,legal,Legal,deepseek,0.718705,0.00688564
2025-06-02,legal,Legal,google,88.978548,0.85246974
2025-06-02,legal,Legal,meta-llama,1.173748,0.01124523
2025-06-02,legal,Legal,openai,5.665381,0.05427787
2025-06-02,legal,Legal,others,7.840987,0.07512153
2025-06-02,marketing,Marketing,anthropic,4.359694,0.17203138
2025-06-02,marketing,Marketing,google,9.055736,0.35733484
2025-06-02,marketing,Marketing,meta-llama,0.979869,0.03866514
2025-06-02,marketing,Marketing,openai,3.343817,0.13194537
2025-06-02,marketing,Marketing,others,7.603321,0.30002328
2025-06-02,marketing/seo,SEO,anthropic,0.309672,0.02578483
2025-06-02,marketing/seo,SEO,google,5.896406,0.49096482
2025-06-02,marketing/seo,SEO,meta-llama,0.426808,0.03553821
2025-06-02,marketing/seo,SEO,openai,0.354294,0.02950036
2025-06-02,marketing/seo,SEO,others,1.902994,0.158453
2025-06-02,marketing/seo,SEO,qwen,3.11966,0.25975878
2025-06-02,programming,Programming,anthropic,514.690577,0.51442206
2025-06-02,programming,Programming,google,316.917847,0.31675251
2025-06-02,programming,Programming,openai,66.175448,0.06614092
2025-06-02,programming,Programming,others,102.738107,0.10268451
2025-06-02,roleplay,Roleplay,anthropic,47.698209,0.06667932
2025-06-02,roleplay,Roleplay,deepseek,141.711418,0.19810432
2025-06-02,roleplay,Roleplay,google,230.450659,0.32215661
2025-06-02,roleplay,Roleplay,microsoft,18.847494,0.0263477
2025-06-02,roleplay,Roleplay,mistralai,52.223463,0.07300536
2025-06-02,roleplay,Roleplay,others,224.406116,0.31370669
2025-06-02,science,Science,anthropic,54.059681,0.09544104
2025-06-02,science,Science,deepseek,10.030314,0.01770827
2025-06-02,science,Science,google,66.490356,0.1173871
2025-06-02,science,Science,meta-llama,10.651196,0.01880443
2025-06-02,science,Science,openai,348.731886,0.61567762
2025-06-02,science,Science,others,76.456192,0.13498154
2025-06-02,technology,Technology,anthropic,60.671026,0.13529005
2025-06-02,technology,Technology,google,91.807362,0.20472083
2025-06-02,technology,Technology,openai,202.023874,0.45049214
2025-06-02,technology,Technology,others,93.94923,0.20949697
2025-06-02,translation,Translation,anthropic,2.143946,0.01780595
2025-06-02,translation,Translation,google,97.184442,0.80713843
2025-06-02,translation,Translation,openai,6.863984,0.05700691
2025-06-02,translation,Translation,others,14.213793,0.11804871
2025-06-02,trivia,Trivia,deepseek,2.700842,0.1721516
2025-06-02,trivia,Trivia,google,6.6979,0.42692393
2025-06-02,trivia,Trivia,meta-llama,1.512846,0.09642872
2025-06-02,trivia,Trivia,mistralai,0.490976,0.03129482
2025-06-02,trivia,Trivia,openai,0.987072,0.06291596
2025-06-02,trivia,Trivia,others,3.299107,0.21028497
2025-06-09,academia,Academia,anthropic,2.996614,0.03309183
2025-06-09,academia,Academia,google,50.61971,0.55899722
2025-06-09,academia,Academia,meta-llama,2.859734,0.03158026
2025-06-09,academia,Academia,openai,12.983627,0.14337916
2025-06-09,academia,Academia,others,21.094808,0.23295154
2025-06-09,finance,Finance,anthropic,8.511372,0.11171842
2025-06-09,finance,Finance,deepseek,9.950358,0.13060624
2025-06-09,finance,Finance,google,23.654946,0.31048969
2025-06-09,finance,Finance,openai,4.731376,0.06210302
2025-06-09,finance,Finance,others,25.610254,0.33615465
2025-06-09,finance,Finance,qwen,3.727624,0.04892798
2025-06-09,health,Health,anthropic,2.255822,0.03589903
2025-06-09,health,Health,google,25.828426,0.41103223
2025-06-09,health,Health,openai,7.728332,0.12298827
2025-06-09,health,Health,others,22.517154,0.35833682
2025-06-09,health,Health,qwen,4.508224,0.07174365
2025-06-09,legal,Legal,deepseek,4.559902,0.15561913
2025-06-09,legal,Legal,google,10.91267,0.3724247
2025-06-09,legal,Legal,openai,4.303388,0.1468649
2025-06-09,legal,Legal,others,9.525721,0.32509128
2025-06-09,marketing,Marketing,anthropic,3.36214,0.14482927
2025-06-09,marketing,Marketing,google,11.948621,0.51470494
2025-06-09,marketing,Marketing,openai,1.682347,0.07246965
2025-06-09,marketing,Marketing,others,6.221398,0.26799613
2025-06-09,marketing/seo,SEO,anthropic,0.27313,0.02113561
2025-06-09,marketing/seo,SEO,google,7.008896,0.54236838
2025-06-09,marketing/seo,SEO,meta-llama,0.481759,0.03727987
2025-06-09,marketing/seo,SEO,openai,0.871335,0.06742638
2025-06-09,marketing/seo,SEO,others,2.279639,0.17640497
2025-06-09,marketing/seo,SEO,qwen,2.008,0.15538478
2025-06-09,programming,Programming,anthropic,533.946719,0.48506749
2025-06-09,programming,Programming,google,367.737642,0.33407373
2025-06-09,programming,Programming,openai,31.539996,0.02865272
2025-06-09,programming,Programming,others,138.715652,0.12601717
2025-06-09,programming,Programming,x-ai,28.827886,0.02618889
2025-06-09,roleplay,Roleplay,anthropic,48.991282,0.0686152
2025-06-09,roleplay,Roleplay,deepseek,161.749565,0.22653986
2025-06-09,roleplay,Roleplay,google,229.172474,0.32096964
2025-06-09,roleplay,Roleplay,microsoft,18.157631,0.02543084
2025-06-09,roleplay,Roleplay,mistralai,34.65387,0.0485348
2025-06-09,roleplay,Roleplay,others,221.27564,0.30990966
2025-06-09,science,Science,anthropic,12.366081,0.05062334
2025-06-09,science,Science,deepseek,10.86233,0.0444674
2025-06-09,science,Science,google,101.542929,0.41568886
2025-06-09,science,Science,openai,30.049267,0.12301345
2025-06-09,science,Science,others,89.455676,0.36620696
2025-06-09,technology,Technology,anthropic,134.324542,0.34757861
2025-06-09,technology,Technology,google,93.286462,0.24138834
2025-06-09,technology,Technology,openai,58.448987,0.15124278
2025-06-09,technology,Technology,others,100.398034,0.25979027
2025-06-09,translation,Translation,anthropic,3.729447,0.03167461
2025-06-09,translation,Translation,google,91.088767,0.77362713
2025-06-09,translation,Translation,openai,5.23732,0.04448115
2025-06-09,translation,Translation,others,16.288634,0.1383412
2025-06-09,translation,Translation,qwen,1.3983,0.01187592
2025-06-09,trivia,Trivia,deepseek,0.821909,0.04838974
2025-06-09,trivia,Trivia,google,7.078404,0.41673984
2025-06-09,trivia,Trivia,meta-llama,1.659627,0.09771024
2025-06-09,trivia,Trivia,mistralai,0.49032,0.02886751
2025-06-09,trivia,Trivia,openai,2.510569,0.14780933
2025-06-09,trivia,Trivia,others,4.424358,0.26048334
2025-06-16,academia,Academia,anthropic,8.466296,0.13215117
2025-06-16,academia,Academia,google,26.245401,0.40966683
2025-06-16,academia,Academia,openai,8.073694,0.12602302
2025-06-16,academia,Academia,others,21.279843,0.33215899
2025-06-16,finance,Finance,anthropic,9.071554,0.12066429
2025-06-16,finance,Finance,deepseek,3.771491,0.05016608
2025-06-16,finance,Finance,google,22.549528,0.2999401
2025-06-16,finance,Finance,meta-llama,2.333657,0.03104089
2025-06-16,finance,Finance,openai,7.306579,0.09718766
2025-06-16,finance,Finance,others,30.147296,0.40100098
2025-06-16,health,Health,anthropic,3.3154,0.07938029
2025-06-16,health,Health,google,13.740836,0.32899547
2025-06-16,health,Health,openai,5.75431,0.13777487
2025-06-16,health,Health,others,18.955488,0.45384938
2025-06-16,legal,Legal,deepseek,2.447708,0.09166549
2025-06-16,legal,Legal,google,11.413038,0.42741284
2025-06-16,legal,Legal,meta-llama,0.693308,0.02596406
2025-06-16,legal,Legal,openai,4.128261,0.15460141
2025-06-16,legal,Legal,others,8.020294,0.3003562
2025-06-16,marketing,Marketing,anthropic,2.419529,0.1127696
2025-06-16,marketing,Marketing,google,10.38385,0.48397139
2025-06-16,marketing,Marketing,openai,1.88764,0.0879793
2025-06-16,marketing,Marketing,others,6.764485,0.3152797
2025-06-16,marketing/seo,SEO,google,8.821425,0.60607747
2025-06-16,marketing/seo,SEO,meta-llama,0.26464,0.01818214
2025-06-16,marketing/seo,SEO,openai,0.90542,0.06220706
2025-06-16,marketing/seo,SEO,others,2.336457,0.16052666
2025-06-16,marketing/seo,SEO,qwen,2.227004,0.15300668
2025-06-16,programming,Programming,anthropic,699.036626,0.56682998
2025-06-16,programming,Programming,deepseek,29.712261,0.02409287
2025-06-16,programming,Programming,google,237.391236,0.19249416
2025-06-16,programming,Programming,openai,28.282325,0.02293338
2025-06-16,programming,Programming,others,199.51691,0.16178289
2025-06-16,programming,Programming,x-ai,39.299272,0.03186672
2025-06-16,roleplay,Roleplay,anthropic,65.587374,0.09117776
2025-06-16,roleplay,Roleplay,deepseek,173.98757,0.24187274
2025-06-16,roleplay,Roleplay,google,213.312988,0.29654185
2025-06-16,roleplay,Roleplay,microsoft,16.22197,0.02255134
2025-06-16,roleplay,Roleplay,mistralai,34.252392,0.04761673
2025-06-16,roleplay,Roleplay,others,215.972885,0.30023957
2025-06-16,science,Science,anthropic,10.095648,0.04289966
2025-06-16,science,Science,deepseek,19.091417,0.08112558
2025-06-16,science,Science,google,100.004566,0.4249516
2025-06-16,science,Science,openai,9.198466,0.03908724
2025-06-16,science,Science,others,96.941563,0.41193592
2025-06-16,technology,Technology,anthropic,266.411528,0.51829591
2025-06-16,technology,Technology,deepseek,10.832365,0.02107405
2025-06-16,technology,Technology,google,87.656312,0.17053282
2025-06-16,technology,Technology,openai,38.721462,0.07533148
2025-06-16,technology,Technology,others,110.392665,0.21476573
2025-06-16,translation,Translation,anthropic,4.127374,0.03934846
2025-06-16,translation,Translation,google,78.931161,0.75249297
2025-06-16,translation,Translation,openai,3.535004,0.03370108
2025-06-16,translation,Translation,others,17.073109,0.16276708
2025-06-16,translation,Translation,qwen,1.22624,0.0116904
2025-06-16,trivia,Trivia,deepseek,1.989082,0.08939906
2025-06-16,trivia,Trivia,google,11.749742,0.52809081
2025-06-16,trivia,Trivia,meta-llama,1.519625,0.06829938
2025-06-16,trivia,Trivia,mistralai,0.551291,0.02477772
2025-06-16,trivia,Trivia,openai,1.745761,0.07846302
2025-06-16,trivia,Trivia,others,4.693972,0.21097001
2025-06-23,academia,Academia,anthropic,6.541548,0.07689438
2025-06-23,academia,Academia,google,45.530513,0.53520063
2025-06-23,academia,Academia,openai,8.710798,0.10239341
2025-06-23,academia,Academia,others,24.289001,0.28551158
2025-06-23,finance,Finance,anthropic,15.504182,0.15602109
2025-06-23,finance,Finance,google,44.591964,0.44873614
2025-06-23,finance,Finance,openai,8.434395,0.08487668
2025-06-23,finance,Finance,others,30.841806,0.31036608
2025-06-23,health,Health,anthropic,3.620431,0.06748823
2025-06-23,health,Health,google,23.841032,0.44441916
2025-06-23,health,Health,openai,7.854318,0.14641184
2025-06-23,health,Health,others,18.329592,0.34168077
2025-06-23,legal,Legal,deepseek,2.13243,0.03055433
2025-06-23,legal,Legal,google,32.566756,0.46662967
2025-06-23,legal,Legal,meta-llama,18.320587,0.26250479
2025-06-23,legal,Legal,openai,1.865983,0.02673656
2025-06-23,legal,Legal,others,14.905682,0.21357465
2025-06-23,marketing,Marketing,anthropic,1.599692,0.06818091
2025-06-23,marketing,Marketing,google,11.770861,0.50168912
2025-06-23,marketing,Marketing,openai,2.76225,0.1177306
2025-06-23,marketing,Marketing,others,7.329658,0.31239937
2025-06-23,marketing/seo,SEO,anthropic,0.504039,0.01799936
2025-06-23,marketing/seo,SEO,google,18.492762,0.66038111
2025-06-23,marketing/seo,SEO,openai,0.60481,0.0215979
2025-06-23,marketing/seo,SEO,others,2.081936,0.07434643
2025-06-23,marketing/seo,SEO,qwen,6.31962,0.22567519
2025-06-23,programming,Programming,anthropic,601.608331,0.53864812
2025-06-23,programming,Programming,deepseek,36.465954,0.03264968
2025-06-23,programming,Programming,google,215.317945,0.19278424
2025-06-23,programming,Programming,openai,47.581926,0.04260233
2025-06-23,programming,Programming,others,175.827536,0.15742663
2025-06-23,programming,Programming,x-ai,40.083908,0.035889
2025-06-23,roleplay,Roleplay,anthropic,46.344458,0.05737265
2025-06-23,roleplay,Roleplay,deepseek,195.296777,0.24176986
2025-06-23,roleplay,Roleplay,google,285.595163,0.35355577
2025-06-23,roleplay,Roleplay,mistralai,35.291183,0.04368912
2025-06-23,roleplay,Roleplay,others,245.252085,0.3036126
2025-06-23,science,Science,anthropic,13.711464,0.03889196
2025-06-23,science,Science,deepseek,20.620808,0.05849001
2025-06-23,science,Science,google,199.095219,0.56472477
2025-06-23,science,Science,openai,10.220184,0.0289891
2025-06-23,science,Science,others,98.125678,0.27832914
2025-06-23,science,Science,x-ai,10.779308,0.03057503
2025-06-23,technology,Technology,anthropic,199.593875,0.3388751
2025-06-23,technology,Technology,deepseek,15.19581,0.0257998
2025-06-23,technology,Technology,google,207.064934,0.35155964
2025-06-23,technology,Technology,openai,44.253712,0.07513498
2025-06-23,technology,Technology,others,122.881169,0.20863049
2025-06-23,translation,Translation,anthropic,2.064872,0.02163556
2025-06-23,translation,Translation,google,70.05312,0.73401087
2025-06-23,translation,Translation,openai,5.318107,0.05572269
2025-06-23,translation,Translation,others,18.002705,0.18863088
2025-06-23,trivia,Trivia,google,10.230203,0.50944369
2025-06-23,trivia,Trivia,meta-llama,1.913261,0.09527659
2025-06-23,trivia,Trivia,openai,1.961365,0.09767207
2025-06-23,trivia,Trivia,others,5.976296,0.29760764
2025-06-30,academia,Academia,anthropic,5.382828,0.07068451
2025-06-30,academia,Academia,google,41.797087,0.54885768
2025-06-30,academia,Academia,openai,8.827064,0.11591243
2025-06-30,academia,Academia,others,20.14589,0.26454538
2025-06-30,finance,Finance,anthropic,13.656125,0.18184867
2025-06-30,finance,Finance,google,22.326493,0.29730565
2025-06-30,finance,Finance,meta-llama,3.106019,0.0413606
2025-06-30,finance,Finance,openai,5.13587,0.06839065
2025-06-30,finance,Finance,others,30.871588,0.41109445
2025-06-30,health,Health,anthropic,2.491182,0.04264277
2025-06-30,health,Health,google,29.371012,0.50275783
2025-06-30,health,Health,openai,5.30329,0.09077899
2025-06-30,health,Health,others,21.254316,0.36382042
2025-06-30,legal,Legal,deepseek,1.340553,0.04096823
2025-06-30,legal,Legal,google,14.825248,0.45306998
2025-06-30,legal,Legal,meta-llama,3.32668,0.10166568
2025-06-30,legal,Legal,openai,4.036078,0.12334538
2025-06-30,legal,Legal,others,9.193203,0.28095072
2025-06-30,marketing,Marketing,anthropic,1.872929,0.07491631
2025-06-30,marketing,Marketing,deepseek,1.013847,0.04055341
2025-06-30,marketing,Marketing,google,8.478229,0.33912528
2025-06-30,marketing,Marketing,meta-llama,2.960348,0.11841256
2025-06-30,marketing,Marketing,openai,3.892411,0.15569466
2025-06-30,marketing,Marketing,others,6.782522,0.27129777
2025-06-30,marketing/seo,SEO,anthropic,0.589284,0.01900242
2025-06-30,marketing/seo,SEO,google,24.840644,0.80102639
2025-06-30,marketing/seo,SEO,openai,2.014353,0.06495605
2025-06-30,marketing/seo,SEO,others,2.291497,0.07389299
2025-06-30,marketing/seo,SEO,qwen,1.27524,0.04112216
2025-06-30,programming,Programming,anthropic,565.860388,0.53326551
2025-06-30,programming,Programming,deepseek,27.135728,0.02557265
2025-06-30,programming,Programming,google,267.019238,0.2516383
2025-06-30,programming,Programming,openai,18.403416,0.01734334
2025-06-30,programming,Programming,others,136.501192,0.1286384
2025-06-30,programming,Programming,x-ai,46.203215,0.0435418
2025-06-30,roleplay,Roleplay,anthropic,51.453534,0.05824785
2025-06-30,roleplay,Roleplay,deepseek,236.85621,0.26813249
2025-06-30,roleplay,Roleplay,google,311.273406,0.35237629
2025-06-30,roleplay,Roleplay,mistralai,37.209448,0.04212286
2025-06-30,roleplay,Roleplay,others,246.562542,0.27912052
2025-06-30,science,Science,anthropic,12.377618,0.04518769
2025-06-30,science,Science,deepseek,15.658286,0.05716462
2025-06-30,science,Science,google,128.886918,0.470535
2025-06-30,science,Science,meta-llama,8.6865,0.03171231
2025-06-30,science,Science,openai,19.004302,0.06938012
2025-06-30,science,Science,others,89.302064,0.32602026
2025-06-30,technology,Technology,anthropic,104.944598,0.22760595
2025-06-30,technology,Technology,deepseek,22.687006,0.04920403
2025-06-30,technology,Technology,google,176.432294,0.3826499
2025-06-30,technology,Technology,openai,45.987749,0.09973915
2025-06-30,technology,Technology,others,111.028557,0.24080096
2025-06-30,translation,Translation,anthropic,4.529276,0.05255687
2025-06-30,translation,Translation,google,59.77285,0.69359294
2025-06-30,translation,Translation,openai,3.646986,0.04231894
2025-06-30,translation,Translation,others,18.229462,0.21153126
2025-06-30,trivia,Trivia,google,6.266044,0.47655648
2025-06-30,trivia,Trivia,meta-llama,2.400404,0.18255988
2025-06-30,trivia,Trivia,mistralai,0.430406,0.03273401
2025-06-30,trivia,Trivia,others,4.051732,0.30814963
2025-07-07,academia,Academia,anthropic,3.607619,0.03941596
2025-07-07,academia,Academia,google,56.607841,0.61848344
2025-07-07,academia,Academia,openai,7.080028,0.07735466
2025-07-07,academia,Academia,others,24.231362,0.26474594
2025-07-07,finance,Finance,anthropic,11.661761,0.10761596
2025-07-07,finance,Finance,google,49.146774,0.45353159
2025-07-07,finance,Finance,openai,9.622371,0.08879625
2025-07-07,finance,Finance,others,37.933704,0.3500562
2025-07-07,health,Health,anthropic,5.404842,0.0946502
2025-07-07,health,Health,google,26.193169,0.4586977
2025-07-07,health,Health,openai,7.63054,0.13362686
2025-07-07,health,Health,others,17.874785,0.31302523
2025-07-07,legal,Legal,anthropic,0.958754,0.02913167
2025-07-07,legal,Legal,google,17.506655,0.53193858
2025-07-07,legal,Legal,meta-llama,2.621407,0.07965127
2025-07-07,legal,Legal,openai,4.214515,0.12805777
2025-07-07,legal,Legal,others,7.609716,0.23122071
2025-07-07,marketing,Marketing,anthropic,1.955032,0.07121656
2025-07-07,marketing,Marketing,google,11.141011,0.40583708
2025-07-07,marketing,Marketing,meta-llama,2.928024,0.10666004
2025-07-07,marketing,Marketing,openai,4.390201,0.15992322
2025-07-07,marketing,Marketing,others,7.037662,0.2563631
2025-07-07,marketing/seo,SEO,anthropic,0.461522,0.02186908
2025-07-07,marketing/seo,SEO,google,16.270458,0.77097058
2025-07-07,marketing/seo,SEO,openai,0.646277,0.03062362
2025-07-07,marketing/seo,SEO,others,2.515827,0.11921167
2025-07-07,marketing/seo,SEO,qwen,1.20978,0.05732505
2025-07-07,programming,Programming,anthropic,592.375817,0.51251544
2025-07-07,programming,Programming,deepseek,27.959313,0.02419001
2025-07-07,programming,Programming,google,360.702866,0.31207518
2025-07-07,programming,Programming,openai,34.859364,0.03015984
2025-07-07,programming,Programming,others,139.923078,0.12105953
2025-07-07,roleplay,Roleplay,anthropic,41.087974,0.04372677
2025-07-07,roleplay,Roleplay,deepseek,280.376576,0.29838325
2025-07-07,roleplay,Roleplay,google,339.153403,0.36093491
2025-07-07,roleplay,Roleplay,mistralai,39.473032,0.04200812
2025-07-07,roleplay,Roleplay,others,239.561552,0.25494695
2025-07-07,science,Science,anthropic,13.474112,0.03830268
2025-07-07,science,Science,deepseek,24.51451,0.06968707
2025-07-07,science,Science,google,209.518274,0.59559479
2025-07-07,science,Science,openai,11.268808,0.03203369
2025-07-07,science,Science,others,87.13458,0.2476963
2025-07-07,science,Science,x-ai,5.869614,0.01668547
2025-07-07,technology,Technology,anthropic,80.722878,0.15314683
2025-07-07,technology,Technology,deepseek,21.815127,0.04138749
2025-07-07,technology,Technology,google,249.994092,0.47428689
2025-07-07,technology,Technology,openai,65.123939,0.12355264
2025-07-07,technology,Technology,others,109.438636,0.20762615
2025-07-07,translation,Translation,anthropic,2.304876,0.02715088
2025-07-07,translation,Translation,google,63.612697,0.749342
2025-07-07,translation,Translation,openai,1.668484,0.01965434
